,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Vosk ASR
8618,9069,"Yeah I can, it worked real well.",The Smoking Woman,neutral,neutral,907,2,5,16,"00:06:40,108","00:06:41,817",the i can't have worked for a while
8619,9070,No but you shouldn't! Don't ever do that again.,Phoebe,anger,negative,907,3,5,16,"00:06:42,652","00:06:45,737",you should something ever do that again
8620,9071,I won't!  Until I have my next cigarette.,The Smoking Woman,anger,negative,907,4,5,16,"00:06:45,947","00:06:48,865",i won't tell i have my next cigarette
8621,9072,Hold it!  N.Y.P.D! Freeze punk!,Phoebe,anger,negative,907,5,5,16,"00:06:49,117","00:06:52,494",n y p d free punk
8622,9073,What?!,The Smoking Woman,surprise,negative,907,6,5,16,"00:06:52,662","00:06:54,121",why
8623,9074,Yeah that's right you are so busted.  Book 'em.,Phoebe,anger,negative,907,7,5,16,"00:06:54,288","00:06:59,334",that's right you are so bustedbut them
8624,9075,Who are you talking too?,The Smoking Woman,surprise,negative,907,8,5,16,"00:07:01,170","00:07:04,089",who are you talking to say that read
8625,9076,"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.",Phoebe,disgust,negative,907,9,5,16,"00:07:04,465","00:07:08,385",that's you want to spend the night in the slammer you apologize to the truth
8626,9077,I am,The Smoking Woman,neutral,neutral,907,10,5,16,"00:07:08,970","00:07:11,430",i'm not going to apologize to a tree
8627,9078,You apologize to the tree right now or I am calling for backup.   Backup! Backup!!,Phoebe,anger,negative,907,11,5,16,"00:07:12,014","00:07:15,642",you apologize to the tree right now or and calling for backup
8628,9079,I-I'm sorry! Sorry.,The Smoking Woman,fear,negative,907,12,5,16,"00:07:19,480","00:07:21,189",hi
8629,9080,"Okay, cancel backup! Cancel backup!",Phoebe,neutral,neutral,907,13,5,16,"00:07:21,399","00:07:24,526",
8630,9081,Shh! Get me out of here.,Phoebe,fear,negative,908,0,7,12,"0:02:26,604","0:02:27,939",get me outta here
8631,9082,Oh.,Rachel,neutral,neutral,908,1,7,12,"0:02:27,939","0:02:28,837",
8632,9083,Ross!,Joey,surprise,positive,908,2,7,12,"0:02:32,610","0:02:33,570",ross
8633,9084,What?,Ross,neutral,neutral,908,3,7,12,"0:02:33,570","0:02:33,717",
8634,9085,"Come here, check this out!",Joey,surprise,positive,908,4,7,12,"0:02:33,903","0:02:34,925",
8635,9086,What? Is it the comet?,Ross,neutral,neutral,908,5,7,12,"0:02:34,925","0:02:35,632",what is it
8636,9087,"No! No-no. Look, theres a bug stuck in tar right here.",Joey,surprise,positive,908,6,7,12,"00:02:36,156","00:02:39,867",no none of look there's a bug stuck in tirade
8637,9088,"Joey comeI cant believeI bring you here to see the Bapstein-King comet, one of natures most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",Ross,anger,negative,908,7,7,12,"00:02:41,077","00:02:52,379",i'm kimberley i bring you here to see the best steam king comment one of nature's most spectacular phenomenon all you care about of bugs stuck in tore him and some woman
8638,9089,"Yknow, theres",Joey,neutral,neutral,908,8,7,12,"00:02:55,258","00:02:57,926",know the two women do
8639,9090,Show me where?,Ross,neutral,neutral,908,9,7,12,"00:02:59,429","00:03:00,888",show me where
8640,9091,Right-right up here.,Joey,neutral,neutral,908,10,7,12,"00:03:01,890","00:03:03,765",they appear
8641,9092,Joey wheres the pipe that was holding the door open?,Ross,neutral,neutral,908,11,7,12,"00:03:09,772","00:03:12,983",joy where's the pipe that was holding the door open
8642,9093,"I dont know!   Yeah, I do.",Joey,joy,positive,908,12,7,12,"00:03:13,193","00:03:24,661",i don't knowyeah i do
8643,9094,Joey!,Ross,anger,negative,908,13,7,12,"00:03:27,457","00:03:29,499",
8644,9095,What?! All rightHey! Dont look at me! Youre the one who wanted to come up and look for some stupid,Joey,anger,negative,908,14,7,12,"00:03:27,457","00:03:34,463",i don't me me wanted to come up and look for some stupid burger chain comment
8645,9096,"Its called the Bapstein-King comet, okay?  Hey! Hey! Bapstein was a very well respected astronomer!",Ross,anger,negative,908,15,7,12,"00:03:35,548","00:03:42,304",it's the steam king comment period to i pay bribes stream was very well respected us
8646,9097,Oh no! No! No!,Joey,surprise,negative,908,16,7,12,"00:03:42,680","00:03:44,139",
8647,9098,Wow! This place is incredible!  Stings penthat he gave to Phoebe.  Come on! Secret passageway!,Phoebe,joy,positive,909,0,8,10,"00:15:11,827","00:15:22,629",places and credibleahstings panthat he gave to phoebe
8648,9099,Hi!,Trudie Styler,neutral,neutral,909,1,8,10,"0:15:33,349","0:15:34,161",hi
8649,9100,Hi!,Phoebe,neutral,neutral,909,2,8,10,"0:15:34,161","0:15:35,654",hi
8650,9101,Im Trudie.,Trudie Styler,neutral,neutral,909,3,8,10,"0:15:35,809","0:15:36,571",i'm judy
8651,9102,Uh-huh.,Phoebe,neutral,neutral,909,4,8,10,"0:15:36,571","0:15:37,043",
8652,9103,You must be Bens mum.,Trudie Styler,neutral,neutral,909,5,8,10,"0:15:37,043","0:15:38,727",must month
8653,9104,Why else would I be here?,Phoebe,neutral,neutral,909,6,8,10,"00:15:38,812","00:15:41,230",via else would i be here
8654,9105,Do sit down.,Trudie Styler,neutral,neutral,909,7,8,10,"00:15:41,398","00:15:43,191",to sit and a her
8655,9106,Yeah.,Rachel,neutral,neutral,909,8,8,10,"00:15:45,778","00:15:49,238",the heresure there are two sides to this story
8656,9108,Hi.. how was the game?,Monica,neutral,neutral,910,0,1,3,"00:10:57,198","00:10:58,365",how's the game
8657,9109,Well..,Ross,neutral,neutral,910,1,1,3,"00:10:59,742","00:11:01,117",well
8658,9110,WE WON!! Thank you! Yes!,All,joy,positive,910,2,1,3,"00:11:01,327","00:11:03,870",
8659,9111,Fantastic! I have one question: How is that possible?,Monica,surprise,positive,910,3,1,3,"00:11:04,705","00:11:07,624",one person how's that possible
8660,9112,Alan.,Joey,neutral,neutral,910,4,1,3,"0:11:08,709","0:11:09,271",our
8661,9113,He was unbelievable.,Ross,joy,positive,910,5,1,3,"0:11:09,271","0:11:11,057",he was on believe
8662,9114,"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",Ross,joy,positive,910,6,1,3,"00:11:11,212","00:11:18,426",it was like that that that bugs bunny khartoum were bugs playing all the positions right been set a budget was first base allen said myself for that
8663,9115,"I mean, it-it was like, it was like he made us into a team.",Rachel,joy,positive,910,7,1,3,"00:11:22,056","00:11:25,475",like like he made us into a t
8664,9116,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",Chandler,joy,positive,910,8,1,3,"00:11:27,895","00:11:30,522",that thing or two about softball nice
8665,9117,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,Monica,neutral,neutral,910,9,1,3,"00:11:31,857","00:11:36,111",there's a questioneverything that allen is maybe sometime
8666,9118,What?,Ross,surprise,negative,910,10,1,3,"0:11:36,320","0:11:39,882",i don't know a little to alan
8667,9119,"..I dunno, a little too Alan?",Monica,neutral,neutral,910,11,1,3,"0:11:39,882","0:11:40,332",
8668,9120,"Well, no. That's impossible. You can never be too Alan.",Rachel,joy,positive,910,12,1,3,"00:11:40,491","00:11:43,910",it will never be to our
8669,9121,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",Ross,joy,positive,910,13,1,3,"00:11:44,120","00:11:48,832",inmate allen is that that that we adore
8670,9122,I personally could have a gallon of Alan.,Chandler,joy,positive,910,14,1,3,"00:11:49,166","00:11:51,376",i personally could have a gallon of alan
8671,9123,"Well I had a great time! Learned how to bake, ate great food, thats the first A Ive gotten since seventh grade,",Joey,joy,positive,911,0,8,21,"00:21:14,524","00:21:26,828",i have a great time out of a gateway food so first day of guy was in seventh grade and adding that to sleep with a teacher this timei look at me for beginners
8672,9124,"Oh, look! Acting for Beginners! Want to feel good about yourself?",Monica,fear,negative,911,1,8,21,"00:21:23,741","00:21:30,832",i look at me for beginnershe wouldn't feel good about yourself will though
8673,9125,What the hell!,Joey,surprise,negative,911,2,8,21,"0:21:28,830","0:21:29,882",what the hell
8674,9126,Okay.,Monica,neutral,neutral,911,3,8,21,"0:21:29,882","0:21:30,879",
8675,9127,"All right, lets start with some basics. Can anybody tell me what the difference between upstage and downstage is?",The Acting Teacher,neutral,neutral,911,4,8,21,"00:21:30,999","00:21:39,299",right let's start with some basics can anybody tell me what the difference between upstage and downstage is
8676,9128,"Yeah, this was a stupid idea.",Joey,disgust,negative,911,5,8,21,"00:21:45,305","00:21:48,182",the as with a stupid idea
8677,9129,My God!,Ross,surprise,negative,912,0,5,11,"0:09:06,170","0:09:07,142",god
8678,9130,These pants are burning up!,Ross,surprise,negative,912,1,5,11,"0:09:07,142","0:09:10,054",this pants and burning up
8679,9131,"Oh come on, she wants to snuggle now!",Ross,surprise,negative,912,2,5,11,"0:09:11,926","0:09:14,768",she wants to smuggle now
8680,9132,What is she trying to kill me?,Ross,anger,negative,912,3,5,11,"0:09:14,768","0:09:16,279",what is she trying to kill me
8681,9133,It's like a volcano in here!,Ross,surprise,negative,912,4,5,11,"00:09:16,389","00:09:18,932",kane only one here
8682,9134,Are you hot?,Ross,neutral,neutral,912,5,5,11,"00:09:20,351","00:09:23,436",are you hotnow
8683,9135,"Okay, it must just be me then.",Ross,neutral,neutral,912,6,5,11,"00:09:23,688","00:09:26,523",was to me then
8684,9136,"That was just the pants on the couch. Umm, hey, do you, do you mind if I use your bathroom?",Ross,neutral,neutral,912,7,5,11,"00:09:39,620","00:09:47,085",that was just the pants on the couchhey do you mean for use your band
8685,9137,You're driving me crazy with that!,Joey,anger,negative,913,0,5,10,"00:08:19,123","00:08:21,124",only crazy with that
8686,9138,"Okay, I'll stop.",Chandler,neutral,neutral,913,1,5,10,"00:08:21,292","00:08:23,084",okay elsa don't stop
8687,9139,Dont stop! Move the bowl further away! Ross could make that shot!,Joey,anger,negative,913,2,5,10,"00:08:23,252","00:08:26,880",move the ball further away ross could make that shot
8688,9140,"Well, you suck! But at least you suck at a man's game now.",Joey,anger,negative,913,3,5,10,"00:08:32,470","00:08:35,805",you suck but it leaves you suck at a man's game now
8689,9141,You wanna play?,Chandler,neutral,neutral,913,4,5,10,"00:08:36,599","00:08:38,975",you have one channel a can't be playing
8690,9142,"Chandler, I can't be playing games, Ross is gonna be home soon.",Joey,neutral,neutral,913,5,5,10,"0:08:36,599","0:08:40,562",you have one channel can't be playing games ross going to be home soon
8691,9143,And I have to write five whole pages if I'm gonna stick to his schedule.,Joey,neutral,neutral,913,6,5,10,"0:08:40,562","0:08:43,236",that's right five whole pages moralistic to escape
8692,9144,"Well, so, play for the next 30 minutes and then write until he gets home.",Chandler,neutral,neutral,913,7,5,10,"00:08:43,356","00:08:47,234",what are our lives the next thirty minutes and then you can write until he gets home
8693,9145,"All right! But uh, listen, what do you say we crank it up a notch?",Joey,joy,positive,913,8,5,10,"00:08:47,985","00:08:54,991",listen would he say we crank it up a notch
8694,9146,I'm intrigued.,Chandler,neutral,neutral,913,9,5,10,"00:08:55,159","00:08:56,326",i'm intrigued
8695,9147,"All right, all we need is a little lighter fluid.",Joey,neutral,neutral,913,10,5,10,"00:08:57,161","00:09:00,413",her eyes all we need is a little lighter fluid
8696,9148,"Okay, but be careful okay, because I wanna get our security deposit back.",Chandler,joy,positive,913,11,5,10,"00:09:00,581","00:09:03,542",okay will be careful okay because i want to get our security deposit back
8697,9149,"Yeah, I think we said good-bye to that when we invented hammer darts.",Joey,joy,positive,913,12,5,10,"00:09:03,709","00:09:07,003",yeah i think we said goodbye to that when we invented hammer darts
8698,9150,Do you even remember which part of the wall is not spackle?,Chandler,neutral,neutral,913,13,5,10,"00:09:08,422","00:09:10,924",do you remember which for the was nuts back or
8699,9151,"Uh yeah, right here.",Joey,neutral,neutral,913,14,5,10,"00:09:11,092","00:09:12,759",the here
8700,9152,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",Monica,joy,positive,914,0,1,4,"00:08:33,471","00:08:43,021",right i was with your friendsokay how would you like some tiki death punch
8701,9153,What's that?,Rachel,neutral,neutral,914,1,1,4,"00:08:43,189","00:08:44,231",
8702,9154,"Weeeell, it's rum, and-",Monica,neutral,neutral,914,2,1,4,"00:08:44,398","00:08:47,359",it's rom andthat
8703,9155,I'm sure they'll be here soon.,Monica,neutral,neutral,915,0,1,23,"0:15:39,229","0:15:40,751",sure they'll be here soon
8704,9156,"Yeah, honey, they wouldn't miss this.",Rachel,neutral,neutral,915,1,1,23,"0:15:40,751","0:15:42,238",they wouldn't
8705,9157,Relax. You're only at nine centimeters. And the baby's at zero station.,Joey,neutral,neutral,915,2,1,23,"00:15:42,358","00:15:47,362",relax you only at nine centimeters in the baby's a jew station
8706,9158,You are really frightening me.,Chandler,fear,negative,915,3,1,23,"00:15:50,699","00:15:52,575",the you are really frightening
8707,9159,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",Chandler,fear,negative,915,4,1,23,"00:15:54,787","00:16:02,210",we want to help me trying to rip out my heartthat's great anybody seen a nipple
8708,9160,"All right, ten centimeters, here we go.",Dr. Franzblau,neutral,neutral,915,5,1,23,"00:16:03,754","00:16:06,464",arrive ten centimeters we go
8709,9161,"All right, honey, time to start pushing.",Nurse,neutral,neutral,915,6,1,23,"0:16:06,632","0:16:08,684",having time to start pushing
8710,9162,But they're not here yet!,Carol,fear,negative,915,7,1,23,"0:16:08,684","0:16:09,982",then
8711,9163,"I'm sorry, I can't tell the baby to wait for them.",Dr. Franzblau,neutral,neutral,915,8,1,23,"00:16:10,094","00:16:12,220",sorry i can't sell the baby to wait for them
8712,9164,"Oh, god.",Carol,fear,negative,915,9,1,23,"00:16:12,805","00:16:15,223",
8713,9165,"Here we go. Mona umm, I think its time we-we had a conversation about-about where things are with us.",Ross,joy,positive,916,0,8,11,"00:12:02,722","00:12:12,188",ohlunaand the it's time we we had a conversation about about where things are with us
8714,9166,"Yeah, I-I think I suggested that.",Mona,neutral,neutral,916,1,8,11,"00:12:12,356","00:12:15,024",yeah i think i suggested that
8715,9167,"Aw, we-we are so So umm, well I-I-I like you and I-I love umm, yknow hanging out with you.",Ross,joy,positive,916,2,8,11,"00:12:15,818","00:12:29,998",we we are sosowhat i really like you and i loveyou know hanging out with the
8716,9168,And I mean-Im having a lot of fun.,Ross,joy,positive,916,3,8,11,"00:12:30,166","00:12:34,335",and me i'm i'm having a lot of fun
8717,9169,Okay.,Mona,neutral,neutral,916,4,8,11,"00:12:38,799","00:12:40,467",okay
8718,9170,"I mean, theres no point in spending time with someone if-if its just fun.",Ross,neutral,neutral,916,5,8,11,"00:12:40,634","00:12:45,638",mean there's no point in spending time with someone if if it's just fun
